Shift TestRadius  ARL  Std  Q1  Med  Q3  Max  Min
 0.500 0.020   156.4544     2.2248    47.0000   107.0000   214.0000  1411.0000     0.0000
 0.500 0.050    70.5984     0.9128    25.0000    51.0000    97.0000   571.0000     0.0000
 0.500 0.100    29.8406     0.3367    13.0000    24.0000    39.0000   227.0000     0.0000
 1.000 0.020    89.1088     1.2306    28.0000    62.0000   121.0000   732.0000     0.0000
 1.000 0.050    26.0106     0.3224    10.0000    20.0000    35.0000   209.0000     0.0000
 1.000 0.100    10.1480     0.1038     5.0000     8.0000    13.0000    72.0000     0.0000
 2.000 0.020    49.1968     0.6888    15.0000    34.0000    67.0000   390.0000     0.0000
 2.000 0.050    10.3358     0.1149     5.0000     8.0000    14.0000    78.0000     0.0000
 2.000 0.100     4.4010     0.0393     2.0000     4.0000     6.0000    27.0000     0.0000
