Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     5.4354     0.0479     3.0000     5.0000     7.0000    33.0000     0.0000
 2.000 0.180     6.0804     0.0578     3.0000     5.0000     8.0000    39.0000     0.0000
 2.000 0.160     6.8360     0.0691     4.0000     5.0000     9.0000    51.0000     0.0000
 2.000 0.140     7.9416     0.0823     4.0000     6.0000    10.0000    70.0000     0.0000
 2.000 0.120     9.5948     0.1025     5.0000     8.0000    12.0000    63.0000     0.0000
 2.000 0.100    12.2426     0.1423     5.0000    10.0000    16.0000   186.0000     0.0000
 2.000 0.080    16.8910     0.2120     7.0000    13.0000    22.0000   187.0000     0.0000
 2.000 0.060    26.5856     0.3293    10.0000    20.0000    36.0000   205.0000     0.0000
 2.000 0.040    47.8718     0.5992    17.0000    36.0000    66.0000   390.0000     0.0000
 2.000 0.020   111.9850     1.3811    40.0000    86.0000   156.0000   645.0000     0.0000
 1.800 0.200     6.2118     0.0568     3.0000     5.0000     8.0000    43.0000     0.0000
 1.800 0.180     6.9232     0.0665     4.0000     6.0000     9.0000    85.0000     0.0000
 1.800 0.160     7.9132     0.0770     4.0000     6.0000    10.0000    49.0000     0.0000
 1.800 0.140     9.2836     0.0957     5.0000     7.0000    12.0000    86.0000     0.0000
 1.800 0.120    11.3192     0.1236     5.0000     9.0000    15.0000    98.0000     0.0000
 1.800 0.100    14.0746     0.1617     6.0000    11.0000    19.0000   106.0000     0.0000
 1.800 0.080    20.1854     0.2448     8.0000    15.0000    27.0000   147.0000     0.0000
 1.800 0.060    29.7876     0.3753    11.0000    22.0000    41.0000   222.0000     0.0000
 1.800 0.040    52.3978     0.6626    18.0000    39.0000    72.0000   401.0000     0.0000
 1.800 0.020   117.8332     1.4385    41.0000    90.0000   166.0000   797.0000     0.0000
 1.600 0.200     7.5464     0.0716     4.0000     6.0000    10.0000    50.0000     0.0000
 1.600 0.180     8.3880     0.0844     4.0000     7.0000    11.0000    64.0000     0.0000
 1.600 0.160     9.5004     0.0946     5.0000     8.0000    12.0000    68.0000     0.0000
 1.600 0.140    11.2172     0.1166     5.0000     9.0000    15.0000    71.0000     0.0000
 1.600 0.120    13.5472     0.1497     6.0000    11.0000    18.0000   146.0000     0.0000
 1.600 0.100    17.2374     0.1973     7.0000    13.0000    23.0000   108.0000     0.0000
 1.600 0.080    23.8774     0.2869    10.0000    18.0000    33.0000   277.0000     0.0000
 1.600 0.060    36.0230     0.4350    13.0000    28.0000    49.0000   222.0000     0.0000
 1.600 0.040    63.4998     0.7883    23.0000    48.0000    88.0000   506.0000     0.0000
 1.600 0.020   128.7958     1.5848    45.0000   100.0000   182.0000   786.0000     0.0000
 1.400 0.200     9.0502     0.0888     5.0000     7.0000    11.0000   112.0000     0.0000
 1.400 0.180    10.0092     0.0979     5.0000     8.0000    13.0000    79.0000     0.0000
 1.400 0.160    11.7342     0.1253     6.0000     9.0000    15.0000    98.0000     0.0000
 1.400 0.140    13.7676     0.1472     7.0000    11.0000    18.0000    93.0000     0.0000
 1.400 0.120    16.7078     0.1860     7.0000    13.0000    22.0000   122.0000     0.0000
 1.400 0.100    21.6358     0.2489     9.0000    17.0000    29.0000   136.0000     0.0000
 1.400 0.080    29.5014     0.3496    12.0000    22.0000    40.0000   184.0000     0.0000
 1.400 0.060    44.5084     0.5452    16.0000    34.0000    61.0000   384.0000     0.0000
 1.400 0.040    76.5630     0.9416    27.0000    58.0000   107.0000   521.0000     0.0000
 1.400 0.020   141.2236     1.7038    50.0000   110.0000   203.0000   964.0000     0.0000
 1.200 0.200    11.5666     0.1169     6.0000     9.0000    15.0000    73.0000     0.0000
 1.200 0.180    12.8504     0.1340     6.0000    10.0000    17.0000    74.0000     0.0000
 1.200 0.160    14.9598     0.1579     7.0000    12.0000    20.0000    99.0000     0.0000
 1.200 0.140    17.8052     0.1949     8.0000    14.0000    24.0000   106.0000     0.0000
