Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 1.400 0.180     9.1670     0.0948     5.0000     7.0000    12.0000    71.0000     0.0000
 1.400 0.160    10.4730     0.1121     5.0000     8.0000    14.0000    71.0000     0.0000
 1.400 0.140    12.4794     0.1405     6.0000    10.0000    16.0000    89.0000     0.0000
 1.400 0.120    15.2662     0.1754     7.0000    12.0000    20.0000   173.0000     0.0000
 1.400 0.100    19.8974     0.2410     8.0000    15.0000    27.0000   183.0000     0.0000
 1.400 0.080    27.1912     0.3396    10.0000    20.0000    37.0000   208.0000     0.0000
 1.400 0.060    40.3104     0.5014    15.0000    31.0000    55.0000   343.0000     0.0000
 1.400 0.040    70.2258     0.9073    24.0000    53.0000    97.0000   662.0000     0.0000
 1.400 0.020   138.3308     1.6789    50.0000   108.0000   194.0000  1054.0000     0.0000
 1.200 0.200    10.1922     0.1043     5.0000     8.0000    13.0000    78.0000     0.0000
 1.200 0.180    11.5272     0.1230     6.0000     9.0000    15.0000    87.0000     0.0000
 1.200 0.160    13.2756     0.1474     6.0000    10.0000    17.0000   111.0000     0.0000
 1.200 0.140    15.6818     0.1777     7.0000    12.0000    21.0000   133.0000     0.0000
 1.200 0.120    19.4212     0.2314     8.0000    15.0000    26.0000   182.0000     0.0000
 1.200 0.100    25.3606     0.3009    10.0000    19.0000    34.0000   216.0000     0.0000
 1.200 0.080    34.1284     0.4227    13.0000    25.0000    46.0000   285.0000     0.0000
 1.200 0.060    50.9968     0.6354    19.0000    38.0000    70.0000   382.0000     0.0000
 1.200 0.040    84.5928     1.0483    30.0000    64.0000   118.0000   653.0000     0.0000
 1.200 0.020   149.9810     1.8423    51.0000   114.0000   213.0000  1003.0000     0.0000
 1.000 0.200    13.5448     0.1472     6.0000    11.0000    18.0000    99.0000     0.0000
 1.000 0.180    15.5884     0.1757     7.0000    12.0000    20.0000   163.0000     0.0000
 1.000 0.160    17.8168     0.2008     8.0000    14.0000    24.0000   139.0000     0.0000
 1.000 0.140    20.6648     0.2393     9.0000    16.0000    28.0000   200.0000     0.0000
 1.000 0.120    25.7622     0.3088    10.0000    20.0000    35.0000   242.0000     0.0000
 1.000 0.100    33.1682     0.3994    13.0000    25.0000    45.0000   234.0000     0.0000
 1.000 0.080    44.8132     0.5490    16.0000    34.0000    62.0000   338.0000     0.0000
 1.000 0.060    64.3764     0.7867    24.0000    48.0000    89.0000   431.0000     0.0000
 1.000 0.040   104.5582     1.2665    37.0000    82.0000   148.0000   685.0000     0.0000
 1.000 0.020   164.7316     1.9700    58.0000   129.0000   238.0000  1005.0000     0.0000
 0.800 0.200    19.9094     0.2279     8.0000    16.0000    27.0000   132.0000     0.0000
 0.800 0.180    22.6412     0.2642    10.0000    17.0000    30.0000   193.0000     0.0000
 0.800 0.160    25.8530     0.2994    11.0000    20.0000    35.0000   223.0000     0.0000
 0.800 0.140    31.1426     0.3772    12.0000    24.0000    41.0000   297.0000     0.0000
 0.800 0.120    38.0896     0.4474    15.0000    29.0000    52.0000   307.0000     0.0000
 0.800 0.100    47.4566     0.5797    17.0000    36.0000    64.0000   374.0000     0.0000
 0.800 0.080    63.9676     0.7709    24.0000    49.0000    88.0000   438.0000     0.0000
 0.800 0.060    86.9538     1.0733    30.0000    67.0000   121.0000   568.0000     0.0000
 0.800 0.040   124.5934     1.5216    44.0000    95.0000   176.0000   781.0000     0.0000
 0.800 0.020   177.0576     2.1694    61.0000   139.0000   246.0000  1360.0000     0.0000
 0.600 0.200    33.8026     0.3961    14.0000    26.0000    45.0000   229.0000     0.0000
 0.600 0.180    37.3132     0.4399    15.0000    28.0000    51.0000   246.0000     0.0000
 0.600 0.160    43.6624     0.5217    17.0000    34.0000    60.0000   398.0000     0.0000
 0.600 0.140    50.8616     0.6033    19.0000    39.0000    71.0000   372.0000     0.0000
 0.600 0.120    61.6422     0.7516    23.0000    47.0000    85.0000   513.0000     0.0000
 0.600 0.100    75.9650     0.9216    28.0000    58.0000   105.0000   539.0000     0.0000
 0.600 0.080    93.7786     1.1134    34.0000    73.0000   133.0000   611.0000     0.0000
 0.600 0.060   122.8502     1.4673    44.0000    96.0000   174.0000   921.0000     0.0000
 0.600 0.040   158.6522     1.9070    57.0000   124.0000   223.0000   941.0000     0.0000
 0.600 0.020   187.1232     2.2429    67.0000   147.0000   265.0000  1207.0000     0.0000
 0.400 0.200    71.8304     0.8883    27.0000    55.0000    97.0000   475.0000     0.0000
 0.400 0.180    80.2524     0.9582    30.0000    62.0000   113.0000   465.0000     0.0000
 0.400 0.160    88.5370     1.0792    31.0000    67.0000   126.0000   547.0000     0.0000
 0.400 0.140   102.7438     1.2337    37.0000    80.0000   143.0000   907.0000     0.0000
 0.400 0.120   117.6708     1.4293    42.0000    90.0000   167.0000   649.0000     0.0000
 0.400 0.100   131.3730     1.6055    46.0000   102.0000   185.0000   880.0000     0.0000
 0.400 0.080   149.0924     1.8216    52.0000   113.0000   213.0000  1110.0000     0.0000
 0.400 0.060   169.5172     2.0507    59.0000   132.0000   241.0000  1130.0000     0.0000
 0.400 0.040   187.3540     2.2651    67.0000   146.0000   266.0000  1356.0000     0.0000
 0.400 0.020   198.2466     2.4258    69.0000   155.0000   281.0000  1347.0000     0.0000
 0.200 0.200   160.3832     1.9395    55.0000   126.0000   229.0000  1095.0000     0.0000
 0.200 0.180   164.7412     1.9958    58.0000   126.0000   235.0000  1029.0000     0.0000
 0.200 0.160   172.1626     2.0789    63.0000   136.0000   241.0000  1373.0000     0.0000
 0.200 0.140   175.7320     2.0902    62.0000   139.0000   251.0000   978.0000     0.0000
 0.200 0.120   181.9414     2.2417    63.0000   142.0000   255.0000  1437.0000     0.0000
 0.200 0.100   185.9332     2.2833    65.0000   145.0000   262.0000  1231.0000     0.0000
 0.200 0.080   191.0254     2.2847    67.0000   148.0000   272.0000  1062.0000     0.0000
 0.200 0.060   194.5138     2.3746    65.0000   151.0000   278.0000  1225.0000     0.0000
 0.200 0.040   198.9978     2.4093    69.0000   155.0000   281.0000  1296.0000     0.0000
 0.200 0.020   200.5306     2.3894    72.0000   158.0000   286.0000  1156.0000     0.0000
