Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 1.200 0.040   171.9128     1.3060   104.0000   163.0000   233.0000   694.0000     0.0000
 1.200 0.020   194.2716     1.4517   116.0000   187.0000   261.0000   598.0000     0.0000
 1.000 0.200    90.6600     0.6608    56.0000    87.0000   121.0000   281.0000     0.0000
 1.000 0.180    96.0156     0.7060    59.0000    92.0000   128.0000   324.0000     0.0000
 1.000 0.160   103.5738     0.7598    64.0000   100.0000   139.0000   386.0000     0.0000
 1.000 0.140   114.0644     0.8133    72.0000   110.0000   151.0000   366.0000     0.0000
 1.000 0.120   122.8606     0.8996    77.0000   119.0000   164.0000   437.0000     0.0000
 1.000 0.100   136.0636     0.9819    84.0000   131.0000   182.0000   429.0000     0.0000
 1.000 0.080   150.0424     1.0773    94.0000   145.0000   200.0000   479.0000     0.0000
 1.000 0.060   166.5598     1.2227   101.0000   160.0000   222.0000   539.0000     0.0000
 1.000 0.040   181.5288     1.3379   110.0000   175.0000   244.0000   589.0000     0.0000
 1.000 0.020   195.4414     1.4808   116.0000   188.0000   263.0000   679.0000     0.0000
 0.800 0.200   114.7382     0.8194    72.0000   111.0000   152.0000   400.0000     0.0000
 0.800 0.180   122.0340     0.8961    75.0000   118.0000   163.0000   385.0000     0.0000
 0.800 0.160   130.6688     0.9382    82.0000   125.0000   173.0000   428.0000     0.0000
 0.800 0.140   137.8320     1.0037    85.0000   134.0000   186.0000   426.0000     0.0000
 0.800 0.120   147.3188     1.0665    91.0000   143.0000   197.0000   450.0000     0.0000
 0.800 0.100   157.6308     1.1638    96.0000   153.0000   212.0000   499.0000     0.0000
 0.800 0.080   168.2626     1.2450   104.0000   161.0000   224.0000   596.0000     0.0000
 0.800 0.060   180.9596     1.3310   112.0000   173.0000   242.0000   533.0000     0.0000
 0.800 0.040   188.6196     1.4131   113.0000   181.0000   256.0000   575.0000     0.0000
 0.800 0.020   196.6968     1.4717   118.0000   189.0000   263.0000   638.0000     0.0000
 0.600 0.200   143.5606     1.0406    89.0000   139.0000   192.0000   423.0000     0.0000
 0.600 0.180   151.5956     1.1141    92.0000   145.0000   204.0000   512.0000     0.0000
 0.600 0.160   157.5584     1.1368    97.0000   152.0000   210.0000   524.0000     0.0000
 0.600 0.140   164.7732     1.2025   102.0000   159.0000   221.0000   503.0000     0.0000
 0.600 0.120   171.1546     1.2610   105.0000   165.0000   228.0000   577.0000     0.0000
 0.600 0.100   176.3254     1.2882   108.0000   170.0000   238.0000   558.0000     0.0000
 0.600 0.080   184.0574     1.3727   111.0000   177.0000   247.0000   578.0000     0.0000
 0.600 0.060   192.1014     1.4233   117.0000   185.0000   258.0000   707.0000     0.0000
 0.600 0.040   194.5564     1.4566   116.0000   189.0000   263.0000   558.0000     0.0000
 0.600 0.020   199.9600     1.5025   122.0000   193.0000   267.0000   803.0000     0.0000
 0.400 0.200   175.0366     1.2965   107.0000   169.0000   234.0000   576.0000     0.0000
 0.400 0.180   176.9916     1.2925   109.0000   172.0000   237.0000   540.0000     0.0000
 0.400 0.160   182.1794     1.3454   111.0000   174.0000   243.0000   547.0000     0.0000
 0.400 0.140   184.6460     1.3728   114.0000   177.0000   249.0000   601.0000     0.0000
 0.400 0.120   188.7122     1.3919   115.0000   183.0000   252.0000   650.0000     0.0000
 0.400 0.100   189.8958     1.4185   114.0000   183.0000   256.0000   626.0000     0.0000
 0.400 0.080   191.9882     1.4413   116.0000   182.0000   259.0000   701.0000     0.0000
 0.400 0.060   191.5670     1.4545   114.0000   184.0000   259.0000   606.0000     0.0000
 0.400 0.040   197.7322     1.4774   119.0000   191.0000   265.0000   653.0000     0.0000
 0.400 0.020   196.6920     1.4914   119.0000   187.0000   262.0000   627.0000     0.0000
 0.200 0.200   192.9710     1.4150   117.0000   186.0000   260.0000   625.0000     0.0000
 0.200 0.180   192.7996     1.4242   116.0000   188.0000   259.0000   595.0000     0.0000
 0.200 0.160   193.8678     1.4541   118.0000   184.0000   258.0000   586.0000     0.0000
 0.200 0.140   193.5126     1.4795   114.0000   186.0000   261.0000   638.0000     0.0000
 0.200 0.120   197.0278     1.4817   118.0000   189.0000   264.0000   670.0000     0.0000
 0.200 0.100   197.9040     1.4598   121.0000   191.0000   267.0000   671.0000     0.0000
 0.200 0.080   196.4664     1.4980   117.0000   188.0000   266.0000   619.0000     0.0000
 0.200 0.060   197.2928     1.4899   120.0000   188.0000   265.0000   634.0000     0.0000
 0.200 0.040   201.0070     1.5323   122.0000   193.0000   271.0000   674.0000     0.0000
 0.200 0.020   199.9866     1.4878   122.0000   192.0000   268.0000   603.0000     0.0000
