Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200    26.8688     0.2421    14.0000    24.0000    37.0000   117.0000     0.0000
 2.000 0.180    30.4000     0.2596    17.0000    28.0000    41.0000   145.0000     0.0000
 2.000 0.160    33.4862     0.2978    18.0000    30.0000    46.0000   143.0000     0.0000
 2.000 0.140    38.4628     0.3264    21.0000    36.0000    52.0000   152.0000     0.0000
 2.000 0.120    44.6214     0.3787    25.0000    41.0000    60.0000   214.0000     0.0000
 2.000 0.100    53.6240     0.4460    30.0000    49.0000    72.0000   192.0000     0.0000
 2.000 0.080    66.5778     0.5485    38.0000    61.0000    90.0000   260.0000     0.0000
 2.000 0.060    86.9148     0.7194    49.0000    79.0000   117.0000   351.0000     0.0000
 2.000 0.040   121.1692     0.9634    70.0000   113.0000   164.0000   441.0000     0.0000
 2.000 0.020   171.6686     1.3372   100.0000   163.0000   234.0000   581.0000     0.0000
 1.800 0.200    34.3180     0.2885    19.0000    32.0000    47.0000   129.0000     0.0000
 1.800 0.180    37.5982     0.3094    22.0000    35.0000    51.0000   152.0000     0.0000
 1.800 0.160    42.0770     0.3483    24.0000    39.0000    57.0000   168.0000     0.0000
 1.800 0.140    47.5402     0.3896    27.0000    44.0000    64.0000   223.0000     0.0000
 1.800 0.120    55.0410     0.4483    31.0000    52.0000    74.0000   235.0000     0.0000
 1.800 0.100    64.3992     0.5231    37.0000    60.0000    87.0000   244.0000     0.0000
 1.800 0.080    78.6624     0.6237    45.0000    74.0000   105.0000   288.0000     0.0000
 1.800 0.060   100.3740     0.7953    59.0000    94.0000   135.0000   329.0000     0.0000
 1.800 0.040   134.2200     1.0544    79.0000   126.0000   180.0000   484.0000     0.0000
 1.800 0.020   177.7096     1.3759   104.0000   171.0000   240.0000   622.0000     0.0000
 1.600 0.200    42.7854     0.3445    25.0000    40.0000    58.0000   176.0000     0.0000
 1.600 0.180    47.4170     0.3793    27.0000    44.0000    64.0000   177.0000     0.0000
 1.600 0.160    52.3036     0.4138    30.0000    50.0000    70.0000   216.0000     0.0000
 1.600 0.140    58.6808     0.4564    35.0000    55.0000    79.0000   218.0000     0.0000
 1.600 0.120    68.1082     0.5300    39.0000    65.0000    92.0000   272.0000     0.0000
 1.600 0.100    77.4212     0.5976    46.0000    73.0000   103.0000   262.0000     0.0000
 1.600 0.080    94.0878     0.7163    56.0000    89.0000   125.0000   348.0000     0.0000
 1.600 0.060   116.1092     0.8879    69.0000   110.0000   155.0000   481.0000     0.0000
 1.600 0.040   145.7078     1.1088    88.0000   137.0000   196.0000   517.0000     0.0000
 1.600 0.020   183.9560     1.3869   110.0000   176.0000   247.0000   572.0000     0.0000
 1.400 0.200    54.6098     0.4276    32.0000    52.0000    74.0000   182.0000     0.0000
 1.400 0.180    59.5522     0.4556    35.0000    56.0000    80.0000   203.0000     0.0000
 1.400 0.160    66.0064     0.5003    40.0000    63.0000    88.0000   249.0000     0.0000
 1.400 0.140    73.9708     0.5631    44.0000    71.0000    99.0000   335.0000     0.0000
 1.400 0.120    82.1448     0.6259    50.0000    78.0000   110.0000   286.0000     0.0000
 1.400 0.100    94.9016     0.7209    57.0000    89.0000   128.0000   336.0000     0.0000
 1.400 0.080   110.6774     0.8369    66.0000   105.0000   148.0000   358.0000     0.0000
 1.400 0.060   132.8340     1.0078    79.0000   126.0000   178.0000   450.0000     0.0000
 1.400 0.040   161.5088     1.2249    97.0000   153.0000   218.0000   563.0000     0.0000
 1.400 0.020   190.3776     1.4300   115.0000   182.0000   258.0000   560.0000     0.0000
 1.200 0.200    70.3516     0.5323    43.0000    67.0000    93.0000   265.0000     0.0000
 1.200 0.180    76.6594     0.5724    47.0000    72.0000   102.0000   322.0000     0.0000
 1.200 0.160    83.4874     0.6228    51.0000    79.0000   112.0000   278.0000     0.0000
 1.200 0.140    90.6836     0.6736    55.0000    87.0000   121.0000   292.0000     0.0000
 1.200 0.120   101.4778     0.7504    62.0000    96.0000   135.0000   366.0000     0.0000
 1.200 0.100   114.3642     0.8339    71.0000   110.0000   151.0000   348.0000     0.0000
 1.200 0.080   131.6888     0.9624    83.0000   127.0000   175.0000   492.0000     0.0000
 1.200 0.060   148.1538     1.0997    91.0000   141.0000   197.0000   487.0000     0.0000
 1.200 0.040   171.5698     1.2814   104.0000   165.0000   231.0000   553.0000     0.0000
 1.200 0.020   193.8386     1.4404   117.0000   188.0000   262.0000   595.0000     0.0000
 1.000 0.200    89.7720     0.6563    55.0000    87.0000   119.0000   295.0000     0.0000
 1.000 0.180    96.6980     0.7105    60.0000    94.0000   129.0000   341.0000     0.0000
 1.000 0.160   103.6758     0.7644    64.0000    98.0000   138.0000   328.0000     0.0000
 1.000 0.140   113.1922     0.8350    69.0000   108.0000   152.0000   415.0000     0.0000
 1.000 0.120   124.4986     0.9134    77.0000   120.0000   165.0000   428.0000     0.0000
 1.000 0.100   135.3536     0.9964    84.0000   129.0000   181.0000   488.0000     0.0000
 1.000 0.080   149.9728     1.1104    92.0000   145.0000   201.0000   459.0000     0.0000
 1.000 0.060   166.9176     1.2161   103.0000   160.0000   221.0000   590.0000     0.0000
 1.000 0.040   181.2112     1.3609   109.0000   172.0000   245.0000   611.0000     0.0000
 1.000 0.020   194.9744     1.4703   118.0000   188.0000   263.0000   689.0000     0.0000
 0.800 0.200   116.3722     0.8302    74.0000   112.0000   154.0000   378.0000     0.0000
 0.800 0.180   123.0094     0.8773    78.0000   119.0000   163.0000   406.0000     0.0000
 0.800 0.160   129.4954     0.9505    78.0000   125.0000   173.0000   427.0000     0.0000
 0.800 0.140   138.5414     1.0018    85.0000   133.0000   186.0000   418.0000     0.0000
 0.800 0.120   146.3856     1.0711    91.0000   143.0000   196.0000   460.0000     0.0000
 0.800 0.100   158.8632     1.1571    98.0000   153.0000   212.0000   502.0000     0.0000
 0.800 0.080   170.0144     1.2646   101.0000   164.0000   229.0000   504.0000     0.0000
 0.800 0.060   183.6318     1.3470   113.0000   177.0000   248.0000   553.0000     0.0000
 0.800 0.040   191.9730     1.4381   117.0000   186.0000   258.0000   659.0000     0.0000
 0.800 0.020   194.3260     1.4580   118.0000   184.0000   262.0000   585.0000     0.0000
 0.600 0.200   145.9650     1.0567    90.0000   142.0000   195.0000   501.0000     0.0000
 0.600 0.180   151.7314     1.1081    93.0000   148.0000   204.0000   447.0000     0.0000
 0.600 0.160   156.2092     1.1319    97.0000   152.0000   208.0000   602.0000     0.0000
 0.600 0.140   164.2676     1.1993   100.0000   159.0000   221.0000   538.0000     0.0000
 0.600 0.120   170.3574     1.2594   104.0000   165.0000   227.0000   529.0000     0.0000
 0.600 0.100   178.0570     1.2979   110.0000   174.0000   238.0000   548.0000     0.0000
 0.600 0.080   184.9234     1.3481   115.0000   179.0000   247.0000   571.0000     0.0000
 0.600 0.060   189.4208     1.4198   113.0000   182.0000   257.0000   703.0000     0.0000
 0.600 0.040   196.6788     1.4602   122.0000   188.0000   261.0000   646.0000     0.0000
 0.600 0.020   196.8170     1.4650   120.0000   189.0000   263.0000   636.0000     0.0000
 0.400 0.200   173.3790     1.2691   107.0000   167.0000   231.0000   567.0000     0.0000
 0.400 0.180   176.1668     1.2900   110.0000   170.0000   233.0000   542.0000     0.0000
 0.400 0.160   181.0600     1.3324   112.0000   174.0000   243.0000   532.0000     0.0000
 0.400 0.140   184.1174     1.3551   111.0000   177.0000   248.0000   626.0000     0.0000
 0.400 0.120   188.0326     1.4065   113.0000   181.0000   255.0000   690.0000     0.0000
 0.400 0.100   190.3574     1.4433   115.0000   184.0000   255.0000   598.0000     0.0000
 0.400 0.080   192.7462     1.4361   119.0000   185.0000   259.0000   606.0000     0.0000
 0.400 0.060   194.4984     1.4636   116.0000   188.0000   262.0000   644.0000     0.0000
 0.400 0.040   197.6940     1.4799   119.0000   188.0000   266.0000   662.0000     0.0000
 0.400 0.020   197.7984     1.4710   121.0000   188.0000   265.0000   608.0000     0.0000
 0.200 0.200   194.5752     1.4425   119.0000   187.0000   263.0000   583.0000     0.0000
 0.200 0.180   195.9602     1.4677   117.0000   188.0000   264.0000   637.0000     0.0000
 0.200 0.160   193.3870     1.4631   116.0000   185.0000   261.0000   634.0000     0.0000
 0.200 0.140   195.2444     1.4774   117.0000   188.0000   264.0000   633.0000     0.0000
 0.200 0.120   200.3286     1.4820   121.0000   193.0000   271.0000   595.0000     0.0000
 0.200 0.100   197.4042     1.4752   119.0000   190.0000   266.0000   617.0000     0.0000
 0.200 0.080   198.2992     1.4918   119.0000   189.0000   266.0000   679.0000     0.0000
 0.200 0.060   197.1338     1.4750   119.0000   192.0000   265.0000   672.0000     0.0000
 0.200 0.040   200.1664     1.4808   122.0000   193.0000   267.0000   669.0000     0.0000
 0.200 0.020   201.6154     1.5133   122.0000   194.0000   273.0000   711.0000     0.0000
