Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.150     5.2444     0.0420     3.0000     5.0000     7.0000    48.0000
 1.900 0.150     5.5428     0.0445     3.0000     5.0000     7.0000    53.0000
 1.800 0.150     5.9970     0.0482     4.0000     5.0000     8.0000    46.0000
 1.700 0.150     6.3922     0.0520     4.0000     6.0000     8.0000    46.0000
 1.600 0.150     6.9808     0.0563     4.0000     6.0000     9.0000    50.0000
 1.500 0.150     7.5484     0.0636     5.0000     7.0000    10.0000    74.0000
 1.400 0.150     8.3388     0.0707     5.0000     7.0000    11.0000    53.0000
 1.300 0.150     9.1922     0.0777     5.0000     8.0000    12.0000    61.0000
 1.200 0.150    10.6598     0.0909     6.0000     9.0000    14.0000    67.0000
 1.100 0.150    12.0352     0.1064     7.0000    11.0000    15.0000   104.0000
 1.000 0.150    13.8932     0.1212     8.0000    12.0000    18.0000    72.0000
 0.900 0.150    16.6722     0.1522     9.0000    15.0000    21.0000   135.0000
 0.800 0.150    21.0582     0.2106    11.0000    18.0000    27.0000   159.0000
 0.700 0.150    27.1358     0.2842    13.0000    22.0000    35.0000   193.0000
 0.600 0.150    36.6904     0.4007    17.0000    30.0000    49.0000   271.0000
 0.500 0.150    56.6822     0.6863    23.0000    43.0000    76.0000   421.0000
 0.400 0.150    88.2846     1.2247    29.0000    63.0000   121.0000   975.0000
 0.300 0.150   133.5808     1.8532    41.0000    93.0000   183.0000  1217.0000
 0.200 0.150   171.8702     2.5012    50.0000   117.0000   236.0000  1744.0000
 0.100 0.150   196.3998     2.8196    55.0000   137.0000   273.0000  1871.0000
