Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.080    15.5670     0.1927     6.0000    12.0000    21.0000   168.0000
 1.900 0.080    16.6054     0.2110     6.0000    12.0000    22.0000   131.0000
 1.800 0.080    17.5040     0.2234     6.0000    13.0000    24.0000   254.0000
 1.700 0.080    18.7024     0.2437     7.0000    14.0000    25.0000   160.0000
 1.600 0.080    19.6076     0.2472     7.0000    15.0000    26.0000   178.0000
 1.500 0.080    21.2400     0.2788     7.0000    16.0000    29.0000   258.0000
 1.400 0.080    22.9186     0.3064     8.0000    17.0000    31.0000   229.0000
 1.300 0.080    25.2942     0.3462     9.0000    18.0000    34.0000   313.0000
 1.200 0.080    27.5974     0.3800     9.0000    20.0000    36.0000   286.0000
 1.100 0.080    30.5122     0.4179    10.0000    22.0000    42.0000   452.0000
 1.000 0.080    34.3102     0.4586    12.0000    25.0000    46.0000   473.0000
 0.900 0.080    40.1002     0.5575    13.0000    28.0000    54.0000   419.0000
 0.800 0.080    44.6088     0.6134    14.0000    31.0000    60.0000   389.0000
 0.700 0.080    53.0224     0.7068    17.0000    38.0000    72.0000   455.0000
 0.600 0.080    62.2530     0.8401    21.0000    44.0000    85.0000   615.0000
 0.500 0.080    76.0248     1.0509    25.0000    53.0000   103.0000   653.0000
 0.400 0.080    95.7846     1.3292    31.0000    68.0000   131.0000   847.0000
 0.300 0.080   128.7140     1.8091    38.0000    91.0000   175.0000  1457.0000
 0.200 0.080   163.9758     2.3309    49.0000   116.0000   224.0000  1617.0000
 0.100 0.080   190.1002     2.7598    53.0000   127.0000   262.0000  2000.0000
