Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.050    32.4312     0.4227    11.0000    24.0000    44.0000   258.0000
 1.900 0.050    34.3070     0.4416    12.0000    26.0000    46.0000   226.0000
 1.800 0.050    36.7708     0.4818    13.0000    27.0000    50.0000   371.0000
 1.700 0.050    39.0724     0.5323    13.0000    28.0000    53.0000   328.0000
 1.600 0.050    41.0074     0.5534    13.0000    29.0000    57.0000   366.0000
 1.500 0.050    45.4038     0.6047    15.0000    33.0000    61.0000   444.0000
 1.400 0.050    47.6244     0.6416    15.0000    35.0000    64.0000   367.0000
 1.300 0.050    51.2768     0.6963    16.0000    37.0000    70.0000   431.0000
 1.200 0.050    57.0726     0.7904    18.0000    40.0000    77.0000   496.0000
 1.100 0.050    61.0302     0.8304    20.0000    43.0000    83.0000   533.0000
 1.000 0.050    68.4104     0.9481    21.0000    47.0000    94.0000   662.0000
 0.900 0.050    74.7504     1.0342    23.0000    53.0000   103.0000   792.0000
 0.800 0.050    81.9838     1.1277    25.0000    58.0000   111.0000   833.0000
 0.700 0.050    92.6952     1.3109    28.0000    65.0000   128.0000   920.0000
 0.600 0.050   106.4192     1.4778    31.0000    74.0000   148.0000   939.0000
 0.500 0.050   120.9096     1.6758    36.0000    83.0000   167.0000  1016.0000
 0.400 0.050   138.0672     1.9202    39.0000    97.0000   192.0000  1105.0000
 0.300 0.050   169.1104     2.3718    49.0000   117.0000   230.0000  1298.0000
 0.200 0.050   188.1746     2.6486    54.0000   129.0000   263.0000  1472.0000
 0.100 0.050   197.2120     2.7870    57.0000   137.0000   272.0000  1842.0000
