Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.080    11.6796     0.1342     5.0000     9.0000    15.0000    99.0000
 1.900 0.080    12.3684     0.1415     5.0000    10.0000    16.0000   116.0000
 1.800 0.080    13.1588     0.1527     6.0000    10.0000    17.0000    97.0000
 1.700 0.080    14.4752     0.1709     6.0000    11.0000    19.0000   121.0000
 1.600 0.080    15.5374     0.1867     6.0000    12.0000    21.0000   131.0000
 1.500 0.080    16.9296     0.2119     7.0000    13.0000    22.0000   148.0000
 1.400 0.080    18.5502     0.2339     7.0000    14.0000    24.0000   200.0000
 1.300 0.080    20.5098     0.2649     8.0000    15.0000    27.0000   163.0000
 1.200 0.080    22.9946     0.2876     9.0000    17.0000    31.0000   189.0000
 1.100 0.080    25.9098     0.3351    10.0000    19.0000    34.0000   335.0000
 1.000 0.080    29.5998     0.3741    11.0000    22.0000    40.0000   244.0000
 0.900 0.080    34.7286     0.4589    13.0000    25.0000    46.0000   293.0000
 0.800 0.080    40.4562     0.5416    14.0000    29.0000    54.0000   476.0000
 0.700 0.080    47.7102     0.6477    17.0000    34.0000    64.0000   675.0000
 0.600 0.080    61.5340     0.8356    21.0000    44.0000    83.0000   633.0000
 0.500 0.080    78.3684     1.0334    27.0000    56.0000   106.0000   584.0000
 0.400 0.080   107.4208     1.4799    34.0000    74.0000   149.0000  1060.0000
 0.300 0.080   145.6184     1.9986    45.0000   103.0000   200.0000  1125.0000
 0.200 0.080   175.7482     2.4904    53.0000   122.0000   244.0000  2000.0000
 0.100 0.080   186.2844     2.6732    52.0000   128.0000   259.0000  1717.0000
