Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.100     9.5014     0.1162     4.0000     7.0000    12.0000   197.0000
 1.900 0.100    10.1628     0.1265     4.0000     8.0000    14.0000   197.0000
 1.800 0.100    11.0588     0.1337     5.0000     8.0000    15.0000   103.0000
 1.700 0.100    11.5272     0.1429     5.0000     9.0000    15.0000   144.0000
 1.600 0.100    11.9406     0.1423     5.0000     9.0000    16.0000    92.0000
 1.500 0.100    12.7558     0.1568     5.0000    10.0000    17.0000   101.0000
 1.400 0.100    14.5764     0.1865     6.0000    11.0000    19.0000   179.0000
 1.300 0.100    15.3678     0.1960     6.0000    12.0000    20.0000   221.0000
 1.200 0.100    17.1894     0.2191     7.0000    13.0000    23.0000   180.0000
 1.100 0.100    19.6338     0.2433     8.0000    15.0000    26.0000   154.0000
 1.000 0.100    21.8964     0.2858     8.0000    16.0000    29.0000   245.0000
 0.900 0.100    25.0196     0.3169    10.0000    19.0000    33.0000   207.0000
 0.800 0.100    29.3006     0.3847    11.0000    21.0000    39.0000   284.0000
 0.700 0.100    35.7292     0.4626    13.0000    26.0000    48.0000   354.0000
 0.600 0.100    44.0010     0.5853    16.0000    32.0000    58.0000   374.0000
 0.500 0.100    56.5590     0.7512    20.0000    41.0000    76.0000   451.0000
 0.400 0.100    78.0236     1.0328    27.0000    56.0000   107.0000   702.0000
 0.300 0.100   115.2192     1.5895    36.0000    81.0000   160.0000   911.0000
 0.200 0.100   159.7614     2.3046    46.0000   106.0000   219.0000  1511.0000
 0.100 0.100   193.2752     2.7799    54.0000   133.0000   266.0000  1599.0000
