Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.100     7.7700     0.0768     4.0000     7.0000    10.0000    64.0000
 1.900 0.100     8.2376     0.0805     4.0000     7.0000    11.0000    55.0000
 1.800 0.100     8.9798     0.0902     4.0000     8.0000    12.0000    62.0000
 1.700 0.100     9.4924     0.0971     5.0000     8.0000    12.0000   106.0000
 1.600 0.100    10.3478     0.1045     5.0000     9.0000    14.0000    97.0000
 1.500 0.100    11.3908     0.1175     6.0000     9.0000    15.0000    81.0000
 1.400 0.100    12.2682     0.1249     6.0000    10.0000    16.0000    73.0000
 1.300 0.100    13.7252     0.1496     6.0000    11.0000    18.0000   143.0000
 1.200 0.100    15.5918     0.1760     7.0000    12.0000    20.0000   154.0000
 1.100 0.100    17.5798     0.2047     8.0000    14.0000    23.0000   181.0000
 1.000 0.100    20.2944     0.2337     9.0000    16.0000    26.0000   140.0000
 0.900 0.100    24.5626     0.2854    11.0000    19.0000    32.0000   210.0000
 0.800 0.100    29.3012     0.3467    12.0000    22.0000    39.0000   242.0000
 0.700 0.100    37.6964     0.4659    15.0000    28.0000    50.0000   293.0000
 0.600 0.100    48.3886     0.6110    19.0000    36.0000    65.0000   409.0000
 0.500 0.100    68.8980     0.8807    24.0000    51.0000    94.0000   524.0000
 0.400 0.100    97.5250     1.3076    33.0000    70.0000   134.0000   897.0000
 0.300 0.100   144.5856     1.9516    46.0000   104.0000   201.0000  1060.0000
 0.200 0.100   177.8626     2.5275    50.0000   122.0000   245.0000  1565.0000
 0.100 0.100   195.0874     2.6719    57.0000   138.0000   274.0000  1478.0000
