Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.150     5.1754     0.0392     3.0000     5.0000     7.0000    31.0000
 1.900 0.150     5.7184     0.0455     4.0000     5.0000     7.0000    52.0000
 1.800 0.150     6.1242     0.0467     4.0000     6.0000     8.0000    37.0000
 1.700 0.150     6.5964     0.0533     4.0000     6.0000     8.0000    38.0000
 1.600 0.150     7.1426     0.0553     4.0000     6.0000     9.0000    39.0000
 1.500 0.150     7.9236     0.0654     5.0000     7.0000    10.0000    61.0000
 1.400 0.150     8.7278     0.0719     5.0000     8.0000    11.0000    60.0000
 1.300 0.150     9.8008     0.0827     6.0000     9.0000    12.0000    72.0000
 1.200 0.150    11.1986     0.0945     7.0000    10.0000    14.0000    87.0000
 1.100 0.150    13.0398     0.1128     8.0000    11.0000    17.0000    83.0000
 1.000 0.150    15.2810     0.1370     9.0000    13.0000    20.0000   112.0000
 0.900 0.150    18.1212     0.1636    10.0000    16.0000    24.0000    92.0000
 0.800 0.150    22.9496     0.2240    12.0000    20.0000    30.0000   164.0000
 0.700 0.150    30.0320     0.3088    14.0000    25.0000    40.0000   182.0000
 0.600 0.150    41.9130     0.4666    18.0000    33.0000    56.0000   264.0000
 0.500 0.150    59.9972     0.7541    24.0000    45.0000    81.0000   746.0000
 0.400 0.150    95.3254     1.2758    32.0000    69.0000   130.0000   825.0000
 0.300 0.150   139.5632     1.9636    42.0000    97.0000   191.0000  1230.0000
 0.200 0.150   175.4618     2.4664    51.0000   125.0000   241.0000  1641.0000
 0.100 0.150   190.9248     2.7069    53.0000   131.0000   270.0000  2000.0000
