Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.100     8.3986     0.0884     4.0000     7.0000    11.0000    58.0000
 1.900 0.100     8.9352     0.0953     4.0000     7.0000    12.0000    62.0000
 1.800 0.100     9.4014     0.1029     4.0000     7.0000    12.0000    61.0000
 1.700 0.100     9.8958     0.1077     5.0000     8.0000    13.0000    83.0000
 1.600 0.100    10.8680     0.1203     5.0000     9.0000    14.0000   102.0000
 1.500 0.100    11.7306     0.1301     5.0000     9.0000    15.0000    86.0000
 1.400 0.100    12.6548     0.1437     6.0000    10.0000    17.0000   106.0000
 1.300 0.100    14.2324     0.1653     6.0000    11.0000    19.0000   168.0000
 1.200 0.100    15.5544     0.1850     7.0000    12.0000    20.0000   169.0000
 1.100 0.100    18.0762     0.2169     8.0000    14.0000    24.0000   147.0000
 1.000 0.100    20.2162     0.2339     9.0000    16.0000    27.0000   128.0000
 0.900 0.100    23.1934     0.2849     9.0000    17.0000    31.0000   182.0000
 0.800 0.100    28.5592     0.3607    11.0000    21.0000    38.0000   295.0000
 0.700 0.100    35.4278     0.4514    14.0000    26.0000    47.0000   292.0000
 0.600 0.100    44.1010     0.5607    17.0000    33.0000    59.0000   397.0000
 0.500 0.100    58.3584     0.7478    21.0000    43.0000    79.0000   430.0000
 0.400 0.100    84.5960     1.1171    29.0000    61.0000   115.0000   733.0000
 0.300 0.100   127.0498     1.7641    39.0000    88.0000   176.0000  1435.0000
 0.200 0.100   169.6060     2.3813    51.0000   119.0000   235.0000  1685.0000
 0.100 0.100   194.5022     2.8202    56.0000   136.0000   265.0000  1675.0000
