Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.080    12.9326     0.1591     5.0000    10.0000    17.0000   116.0000
 1.900 0.080    13.5110     0.1665     5.0000    10.0000    18.0000   181.0000
 1.800 0.080    14.7182     0.1784     6.0000    11.0000    20.0000   150.0000
 1.700 0.080    15.6536     0.1933     6.0000    12.0000    21.0000   122.0000
 1.600 0.080    16.8426     0.2076     6.0000    13.0000    22.0000   141.0000
 1.500 0.080    18.3130     0.2307     7.0000    13.0000    24.0000   144.0000
 1.400 0.080    19.9484     0.2610     8.0000    14.0000    26.0000   199.0000
 1.300 0.080    22.1864     0.2795     8.0000    17.0000    30.0000   191.0000
 1.200 0.080    24.1992     0.3035     9.0000    18.0000    32.0000   165.0000
 1.100 0.080    27.1710     0.3475    10.0000    20.0000    37.0000   215.0000
 1.000 0.080    31.3406     0.4098    11.0000    23.0000    42.0000   273.0000
 0.900 0.080    37.1096     0.4926    13.0000    27.0000    50.0000   313.0000
 0.800 0.080    41.4216     0.5554    14.0000    30.0000    56.0000   321.0000
 0.700 0.080    49.1404     0.6627    16.0000    35.0000    67.0000   519.0000
 0.600 0.080    59.6952     0.7926    20.0000    43.0000    82.0000   610.0000
 0.500 0.080    78.1480     1.0636    26.0000    57.0000   107.0000   845.0000
 0.400 0.080   102.7368     1.4152    33.0000    72.0000   140.0000   903.0000
 0.300 0.080   139.3196     1.9547    41.0000    97.0000   193.0000  1290.0000
 0.200 0.080   180.3200     2.5344    51.0000   126.0000   251.0000  1238.0000
 0.100 0.080   201.6614     2.8427    58.0000   141.0000   280.0000  1987.0000
