Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.150     5.1148     0.0444     3.0000     5.0000     6.0000    49.0000
 1.900 0.150     5.4402     0.0447     3.0000     5.0000     7.0000    34.0000
 1.800 0.150     5.8134     0.0504     3.0000     5.0000     7.0000    59.0000
 1.700 0.150     6.2094     0.0547     4.0000     5.0000     8.0000    46.0000
 1.600 0.150     6.6920     0.0589     4.0000     6.0000     8.0000    81.0000
 1.500 0.150     7.3072     0.0643     4.0000     6.0000     9.0000    78.0000
 1.400 0.150     7.9634     0.0689     5.0000     7.0000    10.0000    55.0000
 1.300 0.150     8.7464     0.0767     5.0000     8.0000    11.0000    71.0000
 1.200 0.150     9.6624     0.0864     6.0000     8.0000    12.0000    70.0000
 1.100 0.150    11.1608     0.1006     6.0000    10.0000    14.0000    69.0000
 1.000 0.150    12.9184     0.1224     7.0000    11.0000    17.0000   136.0000
 0.900 0.150    15.2678     0.1479     8.0000    13.0000    20.0000   144.0000
 0.800 0.150    18.8584     0.1937    10.0000    16.0000    24.0000   167.0000
 0.700 0.150    24.2648     0.2477    12.0000    20.0000    32.0000   158.0000
 0.600 0.150    32.9078     0.3623    15.0000    27.0000    43.0000   338.0000
 0.500 0.150    48.2438     0.5776    19.0000    37.0000    66.0000   391.0000
 0.400 0.150    75.7308     1.0046    27.0000    56.0000   101.0000  1026.0000
 0.300 0.150   119.9720     1.6707    37.0000    85.0000   163.0000  1471.0000
 0.200 0.150   166.2794     2.3203    49.0000   117.0000   228.0000  1597.0000
 0.100 0.150   192.9254     2.7488    54.0000   133.0000   264.0000  1584.0000
