Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.080    11.4576     0.1301     5.0000     9.0000    15.0000   151.0000
 1.900 0.080    11.9228     0.1347     5.0000    10.0000    16.0000   112.0000
 1.800 0.080    12.9030     0.1428     6.0000    10.0000    17.0000    81.0000
 1.700 0.080    13.6220     0.1585     6.0000    11.0000    18.0000   153.0000
 1.600 0.080    14.9502     0.1724     6.0000    12.0000    20.0000   143.0000
 1.500 0.080    16.1460     0.1900     7.0000    13.0000    21.0000   119.0000
 1.400 0.080    17.8710     0.2200     7.0000    14.0000    23.0000   216.0000
 1.300 0.080    19.9656     0.2489     8.0000    15.0000    26.0000   274.0000
 1.200 0.080    22.3664     0.2747     9.0000    17.0000    30.0000   239.0000
 1.100 0.080    25.4054     0.3175    10.0000    19.0000    34.0000   229.0000
 1.000 0.080    29.4712     0.3776    11.0000    22.0000    39.0000   265.0000
 0.900 0.080    35.4190     0.4632    13.0000    26.0000    47.0000   277.0000
 0.800 0.080    41.8076     0.5504    15.0000    30.0000    56.0000   430.0000
 0.700 0.080    50.5870     0.6708    18.0000    37.0000    67.0000   484.0000
 0.600 0.080    61.6910     0.7941    22.0000    45.0000    84.0000   573.0000
 0.500 0.080    84.4832     1.1354    28.0000    61.0000   116.0000   613.0000
 0.400 0.080   111.7390     1.5324    35.0000    78.0000   154.0000  1147.0000
 0.300 0.080   152.1160     2.2107    43.0000   103.0000   212.0000  2000.0000
 0.200 0.080   182.6116     2.5602    52.0000   127.0000   254.0000  1603.0000
 0.100 0.080   200.3800     2.8259    59.0000   139.0000   278.0000  1694.0000
