Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     4.3590     0.0337     3.0000     4.0000     5.0000    41.0000
 1.900 0.200     4.6352     0.0343     3.0000     4.0000     6.0000    27.0000
 1.800 0.200     4.9630     0.0366     3.0000     5.0000     6.0000    31.0000
 1.700 0.200     5.4860     0.0406     4.0000     5.0000     7.0000    31.0000
 1.600 0.200     5.9260     0.0462     4.0000     5.0000     7.0000    56.0000
 1.500 0.200     6.6418     0.0516     4.0000     6.0000     8.0000    67.0000
 1.400 0.200     7.3128     0.0568     5.0000     7.0000     9.0000    50.0000
 1.300 0.200     8.2142     0.0657     5.0000     7.0000    11.0000    49.0000
 1.200 0.200     9.4368     0.0747     6.0000     9.0000    12.0000    49.0000
 1.100 0.200    10.7242     0.0861     6.0000    10.0000    14.0000    47.0000
 1.000 0.200    12.8692     0.1126     7.0000    11.0000    17.0000    70.0000
 0.900 0.200    15.3504     0.1355     9.0000    14.0000    20.0000    75.0000
 0.800 0.200    19.1572     0.1818    10.0000    16.0000    25.0000   110.0000
 0.700 0.200    25.2906     0.2549    13.0000    22.0000    33.0000   179.0000
 0.600 0.200    34.3034     0.3914    15.0000    27.0000    45.0000   330.0000
 0.500 0.200    51.0370     0.6174    21.0000    39.0000    68.0000   430.0000
 0.400 0.200    80.2976     1.1032    28.0000    58.0000   107.0000   869.0000
 0.300 0.200   120.4988     1.6416    38.0000    85.0000   164.0000  1007.0000
 0.200 0.200   170.6916     2.3719    50.0000   119.0000   240.0000  1459.0000
 0.100 0.200   193.7810     2.7676    54.0000   133.0000   265.0000  1709.0000
