Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     4.2904     0.0320     3.0000     4.0000     5.0000    37.0000
 1.900 0.200     4.6140     0.0339     3.0000     4.0000     6.0000    28.0000
 1.800 0.200     4.9776     0.0364     3.0000     5.0000     6.0000    28.0000
 1.700 0.200     5.4182     0.0415     4.0000     5.0000     7.0000    51.0000
 1.600 0.200     5.9086     0.0446     4.0000     5.0000     7.0000    30.0000
 1.500 0.200     6.6978     0.0513     4.0000     6.0000     8.0000    43.0000
 1.400 0.200     7.3438     0.0565     5.0000     7.0000     9.0000    33.0000
 1.300 0.200     8.2250     0.0642     5.0000     7.0000    11.0000    42.0000
 1.200 0.200     9.5634     0.0761     6.0000     9.0000    12.0000    49.0000
 1.100 0.200    10.9610     0.0911     7.0000    10.0000    14.0000    92.0000
 1.000 0.200    12.9466     0.1137     7.0000    11.0000    17.0000    87.0000
 0.900 0.200    15.6290     0.1382     9.0000    14.0000    21.0000   104.0000
 0.800 0.200    19.5520     0.1918    10.0000    17.0000    26.0000   122.0000
 0.700 0.200    25.4506     0.2584    13.0000    21.0000    33.0000   161.0000
 0.600 0.200    35.0088     0.3912    16.0000    28.0000    46.0000   238.0000
 0.500 0.200    53.0038     0.6623    21.0000    40.0000    70.0000   478.0000
 0.400 0.200    80.6982     1.0489    29.0000    60.0000   111.0000   645.0000
 0.300 0.200   120.3316     1.6304    39.0000    85.0000   168.0000   983.0000
 0.200 0.200   164.5628     2.2813    50.0000   117.0000   230.0000  2000.0000
 0.100 0.200   190.8390     2.6371    56.0000   134.0000   265.0000  1867.0000
