Iter_Limit,  Result_ARL,  Total_Calc_Time(s)
      3.800000      313.723000         85.9899
      3.850000      362.089400         99.0588
      3.875000      397.870600        109.0002
      3.862500      389.783400        106.6510
      3.856250      384.044200        102.8411
      3.853125      381.212600         96.6821
      3.851562      376.679800         95.5049
      3.850781      369.036800         93.5207
 Final Limit:   3.85078125000000       ARL:   369.036800000000     
